Label,SMS,,,
Not spam,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",,,
Not spam,You call times job today ok umma and ask them to speed up,,,
Not spam,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",,,
Not spam,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,,,
Not spam,:-) yeah! Lol. Luckily i didn't have a starring role like you!,,,
Not spam,Hello madam how are you ?,,,
Not spam,"Awesome, text me when you're restocked",,,
Not spam,"As usual..iam fine, happy &amp; doing well..:)",,,
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,,,
Not spam,Yes. It's all innocent fun. O:-),,,
Not spam,Thanks for sending this mental ability question..,,,
Not spam,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",,,
Not spam,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,,,
Not spam,I went to ur hon lab but no one is there.,,,
Not spam,I cant pick the phone right now. Pls send a message,,,
Not spam,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,,,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,,,
Not spam,How come?,,,
Not spam,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,,,
Not spam,Ok lor...,,,
Not spam,I'm coming home 4 dinner.,,,
Not spam,S da..al r above  &lt;#&gt;,,,
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",,,
Not spam,Unni thank you dear for the recharge..Rakhesh,,,
Not spam,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,,,
Not spam,Haha... They cant what... At the most tmr forfeit... haha so how?,,,
Not spam,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",,,
Not spam,No way I'm going back there!,,,
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",,,
Not spam,I WILL CAL YOU SIR. In meeting,,,
Not spam,"That's what I love to hear :V see you sundayish, then",,,
Not spam,"Sorry da thangam, very very sorry i am held up with prasad.",,,
Not spam,Tiwary to rcb.battle between bang and kochi.,,,
Not spam,Thank god they are in bed!,,,
Not spam,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,,,
Not spam,Am in gobi arts college,,,
Not spam,Why she wants to talk to me,,,
Not spam,Pandy joined 4w technologies today.he got job..,,,
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",,,
Not spam,"They can try! They can get lost, in fact. Tee hee",,,
Not spam,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
Not spam,My friends use to call the same.,,,
Not spam,"Sorry, I'll call later",,,
Not spam,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",,,
Not spam,"It,,s a taxt massage....tie-pos argh ok! Lool!",,,
Not spam,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",,,
Not spam,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",,,
Not spam,Do you like shaking your booty on the dance floor?,,,
Not spam,"Text me when you get off, don't call, my phones having problems",,,
Not spam,No need for the drug anymore.,,,
Not spam,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,,,
Not spam,Its sarcasm.. .nt scarcasim,,,
Not spam,Great! I have to run now so ttyl!,,,
Not spam,Feel like trying kadeem again? :V,,,
Not spam,Dai  &lt;#&gt;  naal eruku.,,,
Not spam,Not yet chikku..wat abt u?,,,
Not spam,Ok...,,,
Not spam,Want to finally have lunch today?,,,
Not spam,Do you know when dad will be back?,,,
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",,,
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,,,
Not spam,He remains a bro amongst bros,,,
Not spam,R u meeting da ge at nite tmr?,,,
Not spam,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",,,
Not spam,Why de. You looking good only:-)..,,,
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,,,
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,,,
Not spam,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,,,
Not spam,"That's cool, I'll come by like  &lt;#&gt; ish",,,
Not spam,Super msg da:)nalla timing.,,,
Not spam,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",,,
Not spam,I am 6 ft. We will be a good combination!,,,
Not spam,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,,,
Not spam,* Am on a train back from northampton so i'm afraid not!,,,
Not spam,Where in abj are you serving. Are you staying with dad or alone.,,,
Not spam,Was playng 9 doors game and gt racing on phone lol,,,
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",,,
Not spam,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
Not spam,I'm on da bus going home...,,,
Not spam,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
Not spam,I'm okay. Chasing the dream. What's good. What are you doing next.,,,
Not spam,Yupz... I've oredi booked slots 4 my weekends liao... ,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,,,
Not spam,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,,,
Not spam,Okie,,,
Not spam,Yes I know the cheesy songs from frosty the snowman :),,,
Not spam,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",,,
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,,,
Not spam,Hey tmr meet at bugis 930 ?,,,
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",,,
Not spam,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,,,
Not spam,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,,,
Not spam,And whenever you and i see we can still hook up too.,,,
Not spam,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,,,
Not spam,Can you use foreign stamps for whatever you send them off for? ,,,
spam,FROM 88066 LOST å£12 HELP,,,
Not spam,Oh baby of the house. How come you dont have any new pictures on facebook,,,
Not spam,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",,,
Not spam,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",,,
Not spam,"Omw back to tampa from west palm, you hear what happened?",,,
Not spam,Yup no more already... Thanx 4 printing n handing it up.,,,
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,,,
Not spam,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,,,
Not spam,S now only i took tablets . Reaction morning only.,,,
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
Not spam,"Nah, I'm a perpetual DD",,,
Not spam,Sorry de i went to shop.,,,
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,,,
Not spam,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
Not spam,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,,,
Not spam,Nope i'm not drivin... I neva develop da photos lei...,,,
Not spam,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,,,
Not spam,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,,,
Not spam,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
Not spam,Okie.. Thanx..,,,
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,
Not spam,Go where n buy? Juz buy when we get there lar.,,,
Not spam,Ok lor...,,,
Not spam,I'm working technical support :)voice process.,,,
Not spam,It's justbeen overa week since we broke up and already our brains are going to mush!,,,
Not spam,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",,,
Not spam,Nope... C Ì_ then...,,,
Not spam,No. But we'll do medical missions to nigeria,,,
Not spam,No i am not having not any movies in my laptop,,,
Not spam,Whatsup there. Dont u want to sleep,,,
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ‰ÛÏ,,,
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",,,
Not spam,I havent lei.. Next mon can?,,,
Not spam,Mm feeling sleepy. today itself i shall get that dear,,,
Not spam,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,,,
Not spam,Do Ì_ noe if ben is going?,,,
Not spam,Can you do a mag meeting this avo at some point?,,,
Not spam,I meant middle left or right?,,,
Not spam,Really? I crashed out cuddled on my sofa.,,,
Not spam,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,,,
Not spam,"I sent you the prices and do you mean the  &lt;#&gt; g,",,,
Not spam,Are you this much buzy,,,
Not spam,Nothing. Can...,,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
Not spam,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,,,
Not spam,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,,,
Not spam,"Tick, tick, tick ... Babe",,,
Not spam,R Ì_ going 4 today's meeting?,,,
Not spam,K da:)how many page you want?,,,
Not spam,Ya had just now.onion roast.,,,
Not spam,Send his number and give reply tomorrow morning for why you said that to him like that ok,,,
Not spam,You said not now. No problem. When you can. Let me know.,,,
Not spam,Ok but tell me half an hr b4 u come i need 2 prepare.,,,
Not spam,Play w computer? Aiyah i tok 2 u lor?,,,
Not spam,Sat right? Okay thanks... ,,,
